日付,場コード,レース,決まり手,3連単配当,1着の枠,1着(立役者),1枠(飛んだイン)
20260313,8,4,まくり,39090,5,生方靖亜,安田政彦
20260313,8,5,まくり,44970,6,乙藤智史,安井瑞紀
20260313,8,6,まくり,10100,6,川口貴久,西橋奈未
20260313,7,4,まくり,18090,3,三好勇人,乃村康友
20260313,7,5,まくり差し,16310,4,近藤颯斗,犬童千秋
20260313,7,9,まくり,16120,2,宮村勇哉,大田直弥
20260313,11,8,まくり差し,16320,6,黒野元基,山本兼士
20260313,11,10,差し,10030,2,高橋勲,福来剛
20260313,11,11,まくり,10480,3,廣瀬凜,竹田和哉
20260313,11,12,差し,13100,5,金田諭,服部幸男
20260313,14,1,差し,170890,2,岡崎凪汰,馬場剛
20260313,14,5,まくり,15110,4,松本弓雄,杉山正樹
20260313,14,10,まくり,27120,4,高岡竜也,竹井貴史
20260313,14,11,まくり差し,13870,3,松本弓雄,田中京介
20260313,5,9,まくり,17310,3,為本智也,三浦洋次朗
20260313,18,12,差し,12910,4,平高奈菜,鎌倉涼
20260313,16,6,差し,26820,4,嶋田貴支,今井貴士
20260313,16,7,差し,62170,2,井上未都,鈴木章司
20260313,20,3,まくり,10890,5,川上剛,深川和仁
20260313,20,7,まくり,16360,4,梶山涼斗,山下昂大
20260313,20,9,まくり,13620,5,寺島吉彦,大串重幸
20260313,21,2,差し,19780,4,佐々木完太,宮崎奨
20260313,21,11,まくり,10410,5,西野雄貴,丹下将
20260313,24,7,差し,142250,2,今泉友吾,石野貴之
20260313,24,11,まくり,30310,5,今垣光太郎,中田竜太
20260312,1,4,まくり差し,21740,4,武田光史,田中豪
20260312,1,6,まくり差し,20920,6,伯母芳恒,長谷川晴哉
20260312,1,7,差し,130500,2,太田潮,西野翔太
20260312,1,8,まくり差し,16980,5,柳瀬幹太,三品隆浩
20260312,8,5,まくり差し,28150,4,西川新太郎,乙藤智史
20260312,8,9,まくり,13280,3,浜田亜理沙,森智也
20260312,6,1,まくり差し,15430,3,松浦勝,野中義生
20260312,2,9,抜き,50980,3,河内一馬,網代良芽
20260312,2,10,まくり差し,20090,4,荒木颯斗,中亮太
20260312,2,12,まくり差し,63370,5,竹間隆晟,田中駿兵
20260312,11,4,まくり,22500,3,星野政彦,百武翔
20260312,11,8,まくり,25330,2,多羅尾達之,鈴木智啓
20260312,11,10,まくり,42060,2,廣瀬凜,室田泰史
20260312,7,1,抜き,15260,2,深水慎一郎,平見真彦
20260312,14,8,抜き,23720,2,三原司,岡田憲行
20260312,14,9,まくり,20040,3,馬場剛,村上功祐
20260312,14,10,まくり差し,34070,6,田中京介,角浜修
20260312,14,11,まくり差し,22220,3,黒澤めぐみ,平野和明
20260312,16,2,まくり,15310,4,谷口丞,長谷川雅和
20260312,21,1,まくり差し,15660,4,淺香文武,大橋栄里佳
20260312,21,7,差し,27170,2,北川幸典,中嶋誠一郎
20260312,21,8,まくり差し,10010,3,深井利寿,淺香文武
20260312,18,8,まくり,18780,2,清埜翔子,石井裕美
20260312,24,1,まくり差し,20710,4,栗城匠,浜先真範
20260312,24,7,差し,14280,4,久田敏之,井口佳典
20260312,22,4,まくり,12060,4,野間大樹,神里琴音
20260312,22,8,まくり,15280,3,神里琴音,畑竜生
20260312,22,11,まくり,15790,3,松尾昂明,平田忠則
20260312,20,2,まくり,34640,5,木谷賢太,梶山涼斗
20260312,20,12,差し,33850,4,吉村誠,里岡右貴
20260311,8,4,差し,10700,4,鳥居塚孝博,森智也
20260311,8,10,まくり,25700,6,石川真二,佐藤大佑
20260311,1,3,差し,50470,2,表健太,久保原秀人
20260311,1,6,まくり差し,126390,4,黒田誠司,川上聡介
20260311,1,11,まくり,12220,4,濱崎直矢,角谷健吾
20260311,13,11,まくり差し,14230,3,藤森陸斗,佐々木和伸
20260311,5,3,まくり,27110,4,数原魁,長谷川充
20260311,5,7,抜き,14740,6,濱本優一,永田秀二
20260311,16,1,まくり差し,83040,6,泉具巳,丸尾義孝
20260311,16,4,まくり,10170,3,門間雄大,栗山繁洋
20260311,16,8,まくり差し,18700,5,坪口竜也,古場輝義
20260311,2,3,抜き,25520,6,青木蓮,川原涼
20260311,2,5,まくり,63630,3,佐藤航,成貞琳平
20260311,10,5,差し,11220,2,金子貴志,相原利章
20260311,10,8,差し,10390,2,松竹大輔,田路朋史
20260311,20,6,まくり差し,16970,5,山一鉄也,天野晶夫
20260311,18,5,まくり差し,12290,4,渡辺千草,中谷朋子
20260311,18,7,まくり差し,33450,6,平高奈菜,篠木亜衣花
20260311,22,3,まくり,39840,2,大西賢,谷口知優
20260311,22,6,まくり,18690,3,嶋義信,川崎智稔
20260311,24,9,まくり差し,12260,5,新田雄史,今垣光太郎
20260311,24,11,まくり差し,33190,3,原田才一郎,上條暢嵩
20260310,1,10,まくり,28120,5,田中豪,笠原亮
20260310,8,6,まくり,19630,4,東口晃,乙藤智史
20260310,2,1,まくり差し,18710,4,高井駿弥,香月大輝
20260310,2,7,差し,14780,2,長谷川暖,中野希一
20260310,10,6,まくり差し,17230,6,萩原秀人,片岡大地
20260310,17,2,差し,22920,4,滝沢織寧,橋本明
20260310,17,3,まくり,11250,3,奥田誠,小林一樹
20260310,17,4,差し,22360,4,今村暢孝,鈴木裕隆
20260310,17,10,まくり差し,29790,5,植田太一,木下陽介
20260310,18,8,まくり,13260,3,福山恵里奈,笠野友紀恵
20260310,18,11,まくり,10730,4,竹井奈美,佐々木裕美
20260310,13,9,差し,14370,2,吉川昭男,田川大貴
20260310,20,3,まくり差し,19490,3,木山和幸,小林孝弘
20260310,20,5,差し,37940,2,野口勝弘,郷原章平
20260310,20,10,まくり,17250,6,水摩敦,川上剛
20260310,24,8,抜き,26170,2,白井英治,辻栄蔵
20260310,24,10,まくり差し,53270,5,澤田尚也,井口佳典
20260310,22,9,まくり,28950,3,峰重力也,小池哲也
20260309,10,2,まくり,10160,3,加藤優弥,相原利章
20260309,10,3,まくり差し,12030,3,萩原秀人,渡邉俊介
20260309,10,5,差し,39820,4,本吉正樹,近藤友宝
20260309,10,11,差し,14800,2,田路朋史,興津藍
20260309,12,1,まくり差し,11510,5,濱崎誠,新田智彰
20260309,12,3,まくり,67910,4,野相弘司,深澤達徳
20260309,12,8,まくり,20780,4,奈須啓太,金子萌
20260309,8,3,まくり,14570,4,乙藤智史,東口晃
20260309,8,6,まくり差し,13990,6,太田和美,藤堂里香
20260309,8,8,まくり,21240,3,丹下健,國崎良春
20260309,8,11,まくり,12020,2,天野友和,長野壮志郎
20260309,13,8,抜き,240360,6,松尾夏海,渡邉睦広
20260309,2,10,まくり,80080,2,屋良龍紀,上野俊樹
20260309,1,2,抜き,124130,6,内山峻輔,黒田誠司
20260309,1,3,まくり,11690,3,三浦敬太,野見山拓己
20260309,23,4,まくり差し,147660,6,八戸琉楓,宮野仁
20260309,23,10,まくり差し,11450,4,中澤和志,岡部大輔
20260309,24,2,まくり,15300,3,松田祐季,今泉友吾
20260309,24,8,まくり差し,12160,3,今泉友吾,小池修平
20260309,24,11,まくり,17700,5,上條暢嵩,瓜生正義
20260308,1,5,まくり,40170,4,山崎裕司,田中豪
20260308,11,1,まくり差し,191230,6,志賀美優,佐藤ほのか
20260308,11,4,まくり,55260,3,吉田彩乃,来田衣織
20260308,11,5,差し,13010,4,村上奈穂,永井聖美
20260308,11,6,まくり,13030,4,深尾巴恵,落合直子
20260308,10,6,差し,17850,3,竹之内極,守屋大地
20260308,10,12,差し,15920,2,廣瀬真也,横田貴満
20260308,12,3,まくり,17140,3,一柳和孝,奈須啓太
20260308,12,11,まくり差し,39660,4,森永隆,石本裕武
20260308,8,5,まくり差し,23300,5,佐藤大佑,石田政吾
20260308,8,6,まくり,10750,2,上田紗奈,浜田亜理沙
20260308,8,9,差し,10540,2,鈴木秀茉,酒見峻介
20260308,17,11,まくり差し,18030,4,清水敦揮,上條嘉嗣
20260308,13,9,抜き,17500,4,庄司孝輔,森悠稀
20260308,24,4,抜き,43020,5,木下翔太,前田将太
20260308,23,4,まくり,27020,3,野末智一,佐藤旭
20260308,23,11,まくり差し,237130,6,海野ゆかり,山下和彦
20260307,2,11,まくり,19260,5,笹木香吾,塚越海斗
20260307,10,5,まくり,16050,3,萩原秀人,廣瀬真也
20260307,10,6,まくり差し,27300,5,伊倉光,宮地博士
20260307,10,7,まくり,28020,6,片岡大地,堂原洋史
20260307,1,5,差し,14400,2,中村有裕,表健太
20260307,17,2,差し,24650,4,中田友也,滝沢織寧
20260307,16,5,まくり差し,27780,3,吉田裕平,深谷知博
20260307,16,11,差し,25840,2,茅原悠紀,村岡賢人
20260307,20,2,まくり差し,10900,6,樋口亮,大江純
20260307,12,4,まくり,14360,5,石本裕武,後藤盛也
20260307,12,8,まくり,180000,2,萩原知哉,川崎智幸
20260307,11,1,まくり,33790,3,岩崎麗子,薮内瑞希
20260307,11,3,まくり差し,152950,6,山下奈緒,武藤綾子
20260307,11,6,差し,17340,5,大橋栄里佳,深見亜由美
20260307,11,11,まくり差し,44420,4,津田裕絵,樋口由加里
20260307,23,1,まくり,33100,3,岡部大輔,馬袋義則
20260307,23,6,差し,35270,2,佐藤旭,山谷央
20260307,23,12,まくり差し,34460,6,武井莉里佳,中村晃朋
20260306,12,10,まくり差し,141130,6,竹田辰也,重野哲之
20260306,11,3,まくり差し,29470,5,樋口由加里,野田部宏子
20260306,6,2,まくり差し,12510,3,大谷直弘,東健介
20260306,6,11,まくり差し,158090,5,大平誉史明,伊藤将吉
20260306,17,3,まくり,36690,6,木下陽介,上田隆章
20260306,17,6,まくり,12680,4,川島圭司,宮嵜隆太郎
20260306,1,8,まくり,70170,4,小林基樹,杉山貴博
20260306,1,10,まくり差し,19860,5,岡部大輝,井上恵一
20260306,16,2,まくり,11090,4,塩田北斗,片岡雅裕
20260306,16,11,まくり差し,14440,3,藤原碧生,村岡賢人
20260306,16,12,差し,10240,2,松井繁,吉田拡郎
20260305,16,10,まくり差し,20220,5,上野真之介,菅章哉
20260305,11,9,まくり,17160,4,野田部宏子,岩崎麗子
20260305,12,1,まくり,96010,6,金子萌,新田智彰
20260305,12,8,まくり,37450,5,吉村正明,丸岡正典
20260305,18,6,抜き,35670,4,笠雅雄,森定晃史
20260305,6,1,まくり差し,27350,5,乙津康志,豊田訓靖
20260305,6,9,まくり差し,12200,6,高橋勲,杉江浩明
20260305,15,11,差し,11940,2,久田武,大澤大夢
20260305,15,12,抜き,42410,3,西島義則,吉川貴仁
20260305,7,10,抜き,129670,5,岡村将也,北野輝季
20260305,22,7,抜き,37140,3,横田海人,永田秀二
20260305,20,5,差し,41230,2,宗行治哉,田村隆信
20260305,21,7,まくり差し,11610,5,川島拓郎,高橋二朗
20260305,21,9,まくり,26410,2,山口隆史,菅沼佳昭
20260304,13,9,差し,10820,2,土屋智則,小坂宗司
20260304,15,8,まくり,10520,4,鈴木孝明,百武翔
20260304,15,9,差し,22730,2,西島義則,丸尾義孝
20260304,15,12,まくり,41870,2,倉尾大介,鈴木孝明
20260304,7,2,差し,24170,2,谷口健一,高山秀雄
20260304,7,8,まくり,96620,3,小池哲也,原豊土
20260304,16,3,まくり差し,11620,5,山田康二,塩田北斗
20260304,16,5,まくり差し,10360,5,菅章哉,坪井康晴
20260304,16,10,まくり,14380,3,中野次郎,森高一真
20260304,16,11,まくり差し,15080,3,海野康志郎,末永和也
20260304,16,12,まくり差し,20760,4,茅原悠紀,西山貴浩
20260304,12,3,まくり差し,29820,3,谷本幸司,飯島誠
20260304,12,6,まくり,11070,2,石本裕武,桑原将光
20260304,12,8,まくり,10150,3,黒崎竜也,北山康介
20260304,11,6,まくり,119330,2,落合直子,深見亜由美
20260304,11,9,まくり差し,13050,5,池田紫乃,武藤綾子
20260304,6,1,まくり,22570,5,香月大介,前田光昭
20260304,18,4,差し,15650,2,福田雅一,藤田浩人
20260304,18,5,まくり,20520,3,沼田大都,楠原翔太
20260304,18,12,差し,28360,2,竹井貴史,吉田一郎
20260304,20,7,差し,40020,2,松田憲幸,倉田茂将
20260304,20,10,抜き,14620,5,樋口亮,篠原飛翔
20260304,21,9,まくり差し,17980,5,森口和紀,中島昂章
20260304,22,5,差し,10630,2,羽田妃希,沖島広和
20260303,13,1,まくり差し,42970,5,中嶋達也,土井歩夢
20260303,13,5,まくり,17760,3,沢田昭宏,荒牧凪沙
20260303,13,10,恵まれ,32900,6,数原魁,末永由楽
20260303,18,12,まくり,62000,4,渡邊裕貴,黒野元基
20260303,11,4,まくり,19320,5,深見亜由美,山崎小葉音
20260303,11,7,まくり,20210,3,樋口由加里,土屋実沙希
20260303,11,9,まくり,10570,5,来田衣織,中尾彩香
20260303,16,6,差し,58620,4,松井繁,稲田浩二
20260303,16,7,差し,14510,4,畑田汰一,中野次郎
20260303,16,12,まくり,16530,3,吉田拡郎,桐生順平
20260303,20,7,まくり,13900,3,松本弓雄,山田晃大
20260303,21,4,まくり差し,64030,6,滝川真由子,吉田俊彦
20260303,22,6,まくり,188280,5,稲生夏季,横田海人
20260303,24,8,まくり差し,25300,3,長谷川暖,岡崎凪汰
20260302,15,1,まくり,12340,3,赤池修平,森安弘雅
20260302,15,12,まくり差し,16630,6,吉川貴仁,江口晃生
20260302,13,6,差し,26750,2,宮本夏樹,永井源
20260302,13,10,まくり,99790,4,数原魁,山一鉄也
20260302,6,4,まくり差し,19190,6,佐々木康幸,宮迫暢彦
20260302,6,5,まくり差し,12920,3,後藤正宗,東健介
20260302,6,7,抜き,18190,4,加木郁,寳田亮治
20260302,18,9,まくり,33130,2,長谷川雅和,花田凱成
20260302,18,10,まくり差し,15540,6,松崎祐太郎,松尾基成
20260302,18,11,差し,10380,3,黒野元基,三村岳人
20260302,16,1,まくり,39010,4,井上一輝,入海馨
20260302,16,3,まくり,25390,5,吉田拡郎,西岡顕心
20260302,16,8,まくり,30380,6,藤原碧生,井上一輝
20260302,19,11,まくり,33750,4,中野夢斗,北川幸典
20260302,21,10,まくり差し,26980,6,山田哲也,草場康幸
20260302,20,1,まくり,51100,3,武田正紀,松下誉士
20260302,24,1,抜き,80250,2,大島隆乃介,坂井滉哉
20260302,24,12,差し,33340,2,高橋龍治,前田翔
20260301,8,1,まくり,83230,3,前川守嗣,木下翔太
20260301,8,3,抜き,27290,1,藤田美代,藤田美代
20260301,8,8,まくり,18010,3,大塚康雅,島倉都
20260301,1,7,まくり差し,52660,5,金子怜央,荒井翔伍
20260301,6,2,差し,11610,4,都築正治,中村裕将
20260301,6,5,まくり差し,30570,5,大谷直弘,中島友和
20260301,6,6,まくり,12410,3,中村裕将,松尾宣邦
20260301,7,2,まくり,25570,6,森竜也,森作広大
20260301,7,3,まくり,20950,4,中澤宏奈,藤丸光一
20260301,7,5,まくり,12880,4,上瀧絢也,関口智久
20260301,2,4,まくり,18280,3,横田茂,滝沢崚
20260301,2,8,差し,19650,6,池田雄祐,古場輝義
20260301,2,10,まくり,11760,3,佐藤悠,梶原正
20260301,2,12,差し,37180,6,里岡右貴,濱崎直矢
20260301,14,3,差し,13640,4,井上未都,細川裕子
20260301,14,10,差し,15720,3,藤原菜希,香川素子
20260301,21,1,まくり,16660,4,川崎智稔,鳥飼眞
20260301,21,10,まくり,13470,3,石井孝之,岡谷健吾
20260301,20,2,まくり,23050,2,松本弓雄,重冨勇哉
20260301,20,10,抜き,11410,3,新田洋一,平野和明
20260301,24,3,まくり差し,15920,4,岩下巧斗,小宮涼雅
20260228,7,1,まくり差し,58440,4,熊本英一,木幡純也
20260228,7,5,まくり,11130,3,品田直樹,井上大輔
20260228,7,11,まくり差し,13230,4,藤原早菜,黒澤めぐみ
20260228,12,1,抜き,22360,6,品川二千翔,立具敬司
20260228,12,5,差し,21320,2,伊藤喜智,上原崚
20260228,12,6,抜き,18910,6,山口晃朋,山本兼士
20260228,1,4,まくり,21900,3,稗田聖也,吉川喜継
20260228,1,7,まくり差し,27580,4,渡邊雄斗,須藤博倫
20260228,8,3,まくり,11970,2,西丸侑太朗,藤原孝斗
20260228,8,9,まくり,46240,6,松下一也,峰重力也
20260228,14,6,差し,13100,6,守屋美穂,登みひ果
20260228,14,8,差し,11220,2,寺島美里,倉持莉々
20260228,14,12,抜き,12790,2,小野生奈,遠藤エミ
20260228,18,2,差し,119750,2,栗原直也,服部幸男
20260228,19,5,抜き,11020,5,定松勇樹,中野夢斗
20260228,19,7,まくり差し,10960,4,妻鳥晋也,藤井公人
20260228,22,1,まくり,49080,4,吉岡誠,前田滉
20260228,22,4,まくり差し,10180,5,眞鳥章太,飯田庄吾
20260228,24,4,まくり,15870,2,豊田祥生,石田勇斗
20260228,24,6,抜き,23550,5,山下大輝,梅原祥平
20260228,23,7,まくり,83040,3,川上清人,安東幸治
20260227,13,3,まくり差し,83960,6,石田章央,内山文典
20260227,13,4,差し,22700,6,佐竹太一,山崎鉄平
20260227,13,10,抜き,15340,4,森下愛梨,関野文
20260227,11,4,まくり差し,49040,5,柳瀬興志,西舘健
20260227,2,4,まくり,14220,5,池田雄祐,夏山亮平
20260227,2,8,まくり差し,67860,6,松井友汰,齋藤和政
20260227,2,11,まくり,15700,4,中野孝二,池田雄祐
20260227,14,1,まくり,21590,4,岩崎芳美,平高奈菜
20260227,12,3,まくり,23790,3,上原崚,白井友晴
20260227,12,5,抜き,15150,2,堤昇,渡邉俊介
20260227,12,6,まくり差し,29860,4,渡辺崇,和田操拓
20260227,12,9,抜き,35870,2,渡邉俊介,前田篤哉
20260227,1,10,まくり,58760,4,横田貴満,下條雄太郎
20260227,1,12,まくり差し,12740,5,仲本舜,村田修次
20260227,24,1,まくり差し,25130,4,大島隆乃介,網代良芽
20260227,18,5,まくり差し,22240,5,笠雅雄,福田雅一
20260227,16,4,まくり差し,18070,3,菅沼佳昭,山本梨菜
20260227,16,8,まくり差し,39700,4,森林太,岩橋裕馬
20260227,19,5,差し,10250,2,森清友翔,杉村賢也
20260226,1,2,差し,25470,6,古結宏,稗田聖也
20260226,1,3,まくり,26650,3,亀山雅幸,淺香文武
20260226,8,4,まくり,17790,2,宇留田翔平,服部剛
20260226,5,2,差し,81230,2,塚田修二,品川賢次
20260226,5,3,まくり,15600,4,田中勇輔,佐藤大騎
20260226,5,7,まくり,32330,3,田中勇輔,表憲一
20260226,13,3,まくり,23590,4,大西賢,山口広樹
20260226,14,5,まくり,19680,4,川野芽唯,川井萌
20260226,14,8,まくり,27450,4,前田紗希,藤堂里香
20260226,14,9,差し,14170,2,鎌倉涼,海野ゆかり
20260226,14,11,まくり,11950,2,山口真喜子,中村桃佳
20260226,11,7,まくり差し,26880,4,山ノ内雅人,柳瀬興志
20260226,15,1,まくり,43960,3,川添英正,米田隆弘
20260226,15,4,差し,59480,6,廣瀬真也,吉川勇作
20260226,16,1,まくり,15660,3,森林太,松尾光広
20260226,19,4,差し,11620,2,中野夢斗,三苫晃幸
20260226,19,8,まくり,92100,4,柴田大輔,大原祥昌
20260226,19,9,差し,36710,2,藤井公人,定松勇樹
20260226,19,12,差し,19890,4,萩原秀人,馬場貴也
20260226,24,7,まくり,26960,3,高山敬悟,前田翔
20260226,24,12,まくり差し,30170,3,若林義人,鰐部太空海
20260226,21,3,まくり,14160,4,小野信樹,三浦洋次朗
20260226,23,11,差し,18180,4,若狭奈美子,宮嵜隆太郎
20260225,5,1,まくり,26620,5,佐藤大騎,塚田修二
20260225,5,7,まくり,24710,3,滝沢芳行,高橋正男
20260225,5,10,まくり差し,27380,4,佐藤大騎,中辻博訓
20260225,12,5,差し,11360,3,伊藤喜智,佐藤大佑
20260225,13,3,まくり差し,10170,5,原田秀弥,笠野友紀恵
20260225,13,4,差し,19020,3,山崎鉄平,齊藤優
20260225,13,5,差し,10860,4,堤啓輔,伊藤尚汰
20260225,14,4,差し,10790,2,清埜翔子,倉持莉々
20260225,1,1,まくり,52050,5,須藤博倫,佐口達也
20260225,2,1,抜き,13140,4,古場輝義,松本浩貴
20260225,2,3,まくり,16200,5,梶原正,荻野裕介
20260225,2,8,まくり,75980,4,横田茂,古場輝義
20260225,11,9,抜き,15000,4,石川哲秀,飯島昌弘
20260225,17,6,抜き,17650,3,幸野史明,原田才一郎
20260225,16,1,まくり,23160,4,岡部大輔,角浜修
20260225,16,4,まくり,10770,2,登玉隼百,菅沼佳昭
20260225,16,9,まくり差し,23800,5,吉村正明,松下知幸
20260225,16,11,まくり,81580,6,向井田直弥,古澤光紀
20260225,19,4,抜き,36220,5,後藤盛也,庄司孝輔
20260225,15,4,まくり差し,42780,5,久田敏之,野長瀬正孝
20260225,23,5,まくり,15320,4,山本浩輔,北村征嗣
20260224,11,3,まくり差し,33480,6,鈴木雄登,三馬崇史
20260224,11,4,まくり,49500,2,柳瀬興志,石川哲秀
20260224,11,6,まくり差し,19530,3,金子龍斗,松尾祭
20260224,11,10,まくり差し,53350,5,金子龍斗,江夏満
20260224,1,1,差し,17210,2,國崎良春,近藤稔也
20260224,1,3,差し,11300,2,小林遼太,東口晃
20260224,6,9,まくり,25100,2,井上慧人,中島秀治
20260224,14,2,まくり,31200,3,香川素子,向井美鈴
20260224,14,3,まくり,25720,3,竹井奈美,寺田千恵
20260224,14,6,まくり差し,70480,5,寺島美里,岩崎芳美
20260224,5,7,差し,32270,6,高橋正男,佐藤大騎
20260224,5,12,まくり差し,45900,4,乙津康志,中辻博訓
20260224,16,4,まくり差し,10190,3,田中太一郎,國弘翔平
20260224,16,9,まくり,30910,5,田中太一郎,天野友和
20260224,17,2,まくり,30860,3,深川和仁,荒川健太
20260224,17,7,まくり差し,16760,4,深川和仁,渡邊雄一郎
20260224,21,3,抜き,14830,5,高岡竜也,田中豪
20260223,12,7,まくり差し,19160,3,吉村誠,中亮太
20260223,6,2,まくり,18480,4,原豊土,成貞琳平
20260223,6,3,まくり,16720,4,鈴木猛,山室展弘
20260223,6,9,まくり差し,10610,4,深水慎一郎,池千夏
20260223,5,7,まくり差し,25810,5,浅見宗孝,表憲一
20260223,15,5,まくり差し,10000,4,田中宏典,宮内直哉
20260223,11,2,まくり,10080,2,大賀龍之介,中村駿平
20260223,17,1,まくり,19700,3,山崎昂介,百武翔
20260223,17,5,まくり,12020,2,作間章,板倉敦史
20260223,17,8,差し,15450,4,池上隆行,星野政彦
20260223,18,4,まくり差し,28850,3,木幡純也,宗行治哉
20260223,22,7,まくり,23180,4,高橋淳美,藤原早菜
20260223,21,2,まくり,27130,4,中澤和志,奈須啓太
20260223,23,7,差し,14310,3,坪内実,山下流心
20260223,23,12,差し,30000,4,北村征嗣,安河内将
20260222,12,4,抜き,23370,3,白井友晴,鈴木賢一
20260222,12,5,まくり,71420,2,山本兼士,藤山翔大
20260222,12,6,抜き,10380,4,柳生泰二,乙藤智史
20260222,15,9,まくり差し,52190,4,佐藤航,廣瀬真也
20260222,5,4,まくり,15470,6,金子拓矢,新田智彰
20260222,13,10,まくり,41360,4,篠原晟弥,鰐部太空海
20260222,7,12,まくり差し,56600,6,森野正弘,海野康志郎
20260222,6,9,まくり差し,10580,3,田川大貴,中島秀治
20260222,11,6,まくり,10060,2,川原祐明,大賀龍之介
20260222,11,9,まくり差し,16200,4,柳瀬興志,松本一毅
20260222,17,7,まくり,11790,1,渡辺空依,渡辺空依
20260222,17,10,まくり差し,15280,5,渡邊雄一郎,小野勇作
20260222,18,3,まくり,83460,3,佐藤旭,井本昌也
20260222,19,9,差し,74860,3,小林一樹,上田洋平
20260222,19,10,まくり差し,18650,3,谷口佳蓮,山下夏鈴
20260222,24,1,差し,60520,3,津留浩一郎,大須賀友
20260222,24,2,まくり,17310,4,馬場剛,長尾章平
20260222,24,8,まくり差し,13060,6,豊田健士郎,西尾亮輔
20260222,21,8,抜き,10620,3,松村康太,飯島誠
20260222,21,10,まくり,16770,4,高濱芳久,高岡竜也
20260222,22,4,まくり,27920,3,松本怜,西澤日花里
20260221,10,1,抜き,12420,5,佐竹友樹,竹腰正樹
20260221,10,8,まくり差し,20340,3,松本真広,梅木敬太
20260221,10,10,差し,25520,4,尾崎雄二,酒井俊弘
20260221,10,11,差し,10340,2,小池哲也,入澤友治
20260221,13,3,まくり,16070,5,川原涼,藤井公人
20260221,13,5,まくり,18030,3,山下大輝,鈴木唯央
20260221,19,1,まくり差し,13510,4,安達裕樹,中島航
20260221,18,6,差し,75850,4,小畑実成,真子奈津実
20260221,7,12,まくり,51110,4,秋元哲,柳沢一
20260221,6,7,まくり差し,14190,4,八木治樹,倉尾大介
20260221,6,11,差し,43410,3,谷野錬志,田川大貴
20260221,15,4,差し,11990,2,松竹大輔,伊藤雄二
20260221,15,5,まくり差し,20080,6,大峯豊,星栄爾
20260221,21,1,まくり差し,147670,6,飯島誠,奈須啓太
20260221,21,8,まくり,10760,4,高岡竜也,岸本隆
20260221,21,10,まくり,35150,2,山下奈緒,西野翔太
20260220,13,10,まくり差し,10540,3,西岡蒼志,前田翔
20260220,17,1,まくり,57840,2,幸野史明,渡邊雄一郎
20260220,20,1,差し,19240,2,石本裕武,里岡右貴
20260220,10,2,差し,101330,2,上原健次郎,小池哲也
20260220,10,5,まくり差し,44120,5,眞鳥章太,宇田川信一
20260220,18,4,差し,18460,2,前野竜一,松尾拓
20260220,16,6,差し,12640,2,喜多那由夏,宇野博之
20260220,16,7,まくり差し,21480,6,浮田圭浩,楠原正剛
20260220,6,6,まくり,43120,4,廣瀬将亨,成貞琳平
20260220,6,12,差し,11510,2,濱崎誠,君島秀三
20260220,19,2,まくり,14740,5,杉山裕也,村田敦
20260220,22,7,まくり,26240,3,中尾彩香,薮内瑞希
20260220,24,1,差し,11080,2,佐竹恒彦,崎利仁
20260219,10,11,まくり差し,15410,3,一色凌雅,上原健次郎
20260219,19,3,まくり,11000,2,野田彩加,坂咲友理
20260219,19,11,まくり,22840,4,服部幸男,武田光史
20260219,6,7,まくり,53940,3,増田進,廣瀬将亨
20260219,6,12,抜き,15350,4,高田ひかる,谷野錬志
20260219,20,2,抜き,120260,5,竹下大樹,堀本和也
20260219,20,3,まくり,12240,3,池永太,辻栄蔵
20260219,13,12,まくり差し,268090,6,谷口丞,西丸侑太朗
20260219,16,5,まくり差し,18520,5,遠藤エミ,三浦永理
20260219,16,6,まくり,13310,2,宮本夏樹,石井伸長
20260219,16,8,まくり差し,25500,4,宮武英司,宮田龍馬
20260219,16,9,まくり,11000,4,盛本真輔,渋谷明憲
20260219,23,6,差し,18600,4,佐々木翔斗,原村拓也
20260219,23,8,まくり差し,28860,4,鳥飼眞,中嶋誠一郎
20260219,24,9,まくり差し,10140,5,金子猛志,白水勝也
20260218,13,6,まくり,26520,3,上野俊樹,青木蓮
20260218,13,7,まくり,50680,2,谷口丞,楠将太郎
20260218,13,9,まくり差し,12680,3,山下拓巳,竹間隆晟
20260218,16,3,まくり差し,19880,3,宮本夏樹,小野寺智洋
20260218,16,6,まくり差し,13270,5,渡邉優美,高木圭大
20260218,16,7,差し,10810,2,宇野博之,深山祐二
20260218,16,12,差し,27400,4,山田佑樹,遠藤エミ
20260218,11,2,差し,13380,2,前田健太郎,小川知行
20260218,11,4,まくり,31810,6,網代良芽,松井友汰
20260218,11,9,まくり差し,28390,3,吉田和仁,赤井睦
20260218,11,10,差し,10520,4,松井友汰,中田夕貴
20260218,10,6,まくり差し,53150,4,中嶋健一郎,木村亮太
20260218,10,10,差し,17620,5,松本純平,宇土泰就
20260218,8,8,差し,11290,2,近藤雄一郎,冨名腰桃奈
20260218,19,2,恵まれ,10370,4,萬正嗣,岸本雄貴
20260218,1,12,差し,58700,2,竹井貴史,大澤風葵
20260218,20,6,差し,27560,2,白井英治,原田幸哉
20260218,23,9,まくり差し,23640,5,大串重幸,木山誠一
20260218,23,12,まくり差し,132470,4,福岡泉水,赤岩善生
20260218,22,2,まくり,52160,4,大山千広,高橋淳美
20260218,22,9,まくり,27900,6,野田部宏子,大山千広
