日付,場コード,レース,決まり手,3連単配当,1着の枠,1着(立役者),1枠(飛んだイン)
20251231,21,8,差し,18610,4,三苫晃幸,小川日紀太
20251231,17,4,まくり差し,36080,4,小林甘寧,半田尚也
20251231,17,7,抜き,24600,4,佐々木英樹,岡谷健吾
20251231,23,3,差し,12860,4,常住蓮,古賀繁輝
20251231,23,12,差し,24120,2,末永和也,上野真之介
20251230,10,9,まくり差し,12170,5,室田泰史,南野利騰
20251230,10,11,まくり,36980,3,藤山雅弘,前出達吉
20251230,1,6,まくり,69720,6,芝田京介,小原聡将
20251230,1,11,まくり差し,24610,5,後藤翔之,鶴本崇文
20251230,1,12,恵まれ,38900,6,藤原孝斗,田代達也
20251230,9,4,まくり,14740,5,高田ひかる,橋口真樹
20251230,9,12,差し,11850,2,豊田健士郎,新田雄史
20251230,8,5,まくり,19390,3,荒木颯斗,堀本裕也
20251230,8,8,まくり差し,96540,5,鈴木雄登,平野和明
20251230,2,8,まくり,49890,4,近藤颯斗,飯山泰
20251230,5,4,差し,18590,4,山本兼士,三浦洋次朗
20251230,6,5,まくり差し,27840,6,大場敏,深尾巴恵
20251230,13,5,まくり差し,53580,5,松本一毅,野見山拓己
20251230,13,9,まくり,18480,4,花本剛,深井利寿
20251230,12,5,まくり,26280,6,中村有裕,篠田優也
20251230,17,1,まくり差し,11150,3,川崎公靖,新田洋一
20251230,19,3,まくり,12780,5,木場雄二郎,冨名腰桃奈
20251230,16,6,差し,17310,2,藤原早菜,井上大輔
20251230,22,2,まくり,59790,2,真子奈津実,岡村将也
20251230,22,7,まくり,19770,3,中尾彩香,津留浩一郎
20251230,22,8,まくり差し,40570,4,小林孝弘,石川真二
20251230,22,9,まくり,23110,3,高橋龍治,中島友和
20251229,1,2,まくり差し,10060,3,島崎丈一朗,大町利克
20251229,1,7,抜き,35610,4,島崎丈一朗,上原崚
20251229,5,1,まくり,15930,2,安藤裕貴,藤本元輝
20251229,2,8,まくり差し,19280,5,澤大介,海老澤泰行
20251229,2,9,まくり差し,17630,5,青木蓮,中嶋達也
20251229,11,10,まくり差し,29960,3,古結宏,森永隆
20251229,12,3,まくり,10270,3,山崎昂介,小坂宗司
20251229,12,7,差し,94050,2,木村浩士,三浦敬太
20251229,6,4,まくり,19550,3,山田雄太,渡邊裕貴
20251229,6,6,まくり,55540,3,服部剛,松下一也
20251229,16,3,まくり,24200,3,井上大輔,長尾萌加
20251229,16,11,まくり差し,17360,5,前原大道,平尾崇典
20251229,18,9,差し,18440,2,伊藤玲奈,青木幸太郎
20251229,22,3,まくり,11030,3,岡村将也,北村寧々
20251229,22,9,まくり差し,10500,5,出畑孝成,池田剛規
20251229,23,6,差し,17920,3,堤啓輔,笠雅雄
20251229,23,7,まくり差し,24830,5,末永和也,山一鉄也
20251229,19,2,まくり,11350,3,山田真聖,川崎誠志
20251229,19,12,抜き,13350,3,江本真治,大峯豊
20251229,24,4,差し,18180,4,大瀧明日香,山口真喜子
20251229,24,12,差し,16660,2,高憧四季,小野生奈
20251229,21,1,差し,37130,2,上野秀和,出畑孝典
20251229,21,7,差し,29960,2,井上慧人,寳田亮治
20251228,5,7,まくり,12590,2,三浦洋次朗,豊田祥生
20251228,13,2,まくり差し,18810,5,野見山拓己,加木郁
20251228,13,8,まくり差し,51400,5,杉山太陽,大庭元明
20251228,12,6,まくり,29630,3,島田賢人,中岡健人
20251228,12,7,抜き,17340,5,渡辺浩司,遠藤圭吾
20251228,12,11,まくり,19470,4,山本英志,松下直也
20251228,7,5,まくり差し,67870,5,島田一生,和田操拓
20251228,7,9,まくり差し,10360,2,島田一生,桑原将光
20251228,7,12,まくり差し,390200,6,中村真,高野哲史
20251228,16,3,まくり差し,74640,3,福嶋智之,峰重力也
20251228,16,4,まくり,12830,2,妹尾忠幸,佐藤太亮
20251228,2,3,まくり,12800,5,海老澤泰行,来田衣織
20251228,2,12,まくり差し,43600,3,芦澤望,江口晃生
20251228,1,1,まくり差し,83220,6,大町利克,栗原一馬
20251228,11,6,まくり差し,31990,3,濱崎誠,山下和彦
20251228,11,12,差し,53720,4,福田翔吾,島川光男
20251228,18,2,抜き,56380,5,川田正人,西島義則
20251228,18,3,抜き,13810,2,青木幸太郎,石倉洋行
20251228,18,10,まくり,15420,4,内山七海,市橋卓士
20251228,19,12,まくり差し,12940,4,柳生泰二,寺田祥
20251228,22,8,まくり,10410,2,和合俊介,上瀧絢也
20251228,22,9,差し,57140,2,権藤俊光,岡村仁
20251228,23,1,まくり,97750,2,堤啓輔,定松勇樹
20251228,23,2,差し,10450,4,牧山敦也,酒見峻介
20251228,23,3,まくり差し,185660,6,日高龍之介,北川太一
20251227,7,4,まくり差し,174870,5,加藤綾,中村尊
20251227,13,5,まくり差し,19180,5,大庭元明,山崎聖司
20251227,13,6,まくり,26560,4,赤坂俊輔,深井利寿
20251227,13,9,差し,50080,2,上田紗奈,竹間隆晟
20251227,5,7,まくり差し,11190,6,伊久間陽優,相馬翔
20251227,5,9,差し,16010,2,谷本幸司,照屋厚仁
20251227,2,2,まくり差し,14590,6,佐藤大佑,塚田修二
20251227,2,10,まくり差し,37130,5,芦澤望,青木蓮
20251227,10,3,差し,125700,5,山室展弘,原田雄次
20251227,1,4,まくり差し,14050,3,笠置博之,宇野博之
20251227,1,11,まくり,24540,3,塚越海斗,金田諭
20251227,1,12,まくり差し,11150,4,小山勉,作間章
20251227,18,1,まくり差し,54180,5,岡本大,溝口海義也
20251227,18,6,抜き,29380,3,内山七海,岡本大
20251227,18,7,まくり差し,13520,4,高田明,三原司
20251227,18,8,まくり,19070,5,正木聖賢,山川雄大
20251227,18,9,まくり,37430,3,茶谷信次,川田正人
20251227,24,6,まくり差し,19800,4,向井美鈴,井上遥妃
20251227,24,9,差し,31800,3,寺島美里,喜井つかさ
20251227,22,4,抜き,51060,2,山本幸也,桂林寛
20251226,5,2,抜き,25360,3,塩崎優司,西田靖
20251226,10,1,まくり,31270,3,木山誠一,安田政彦
20251226,13,10,まくり,17370,2,野見山拓己,大庭元明
20251226,11,7,抜き,18600,1,島倉都,島倉都
20251226,7,9,まくり,42700,4,山田亮太,杉山貴博
20251226,9,3,まくり差し,13280,5,坂元浩仁,佐藤謙史朗
20251226,12,9,まくり,20980,2,廣瀬篤哉,多田有佑
20251226,8,2,まくり,17840,4,齋藤智裕,角浜修
20251226,8,4,抜き,26640,1,若林麗,若林麗
20251226,8,9,まくり差し,62900,4,大谷直弘,渋谷明憲
20251226,22,2,まくり,11220,2,桂林寛,畑和宏
20251226,24,1,まくり,14160,3,黒澤めぐみ,落合直子
20251226,24,8,まくり,13400,3,櫻本あゆみ,藤原菜希
20251226,24,10,抜き,26980,5,中田夕貴,今井裕梨
20251226,24,12,恵まれ,201340,6,海野ゆかり,三浦永理
20251226,18,4,まくり,43600,4,飯山晃三,山田晃大
20251226,18,5,差し,33060,3,溝口海義也,内田圭
20251226,18,8,まくり差し,10060,3,中嶋誠一郎,栗原謙治
20251226,15,5,まくり,17240,6,河野大,谷津幸宏
20251226,15,6,まくり差し,83000,3,井川大作,嶋義信
20251225,13,1,差し,37830,2,加木郁,稲生夏季
20251225,13,7,抜き,15620,3,花本剛,田中孝明
20251225,13,9,まくり,51070,2,渡修平,赤坂俊輔
20251225,13,10,まくり差し,14310,3,永井亮次,木村仁紀
20251225,7,3,まくり差し,15310,4,大石真央,大谷健太
20251225,7,6,まくり差し,10110,2,島田一生,桑原将光
20251225,7,12,抜き,13340,4,稗田聖也,鈴谷一平
20251225,8,4,差し,10290,3,渋谷明憲,三宅健太
20251225,8,12,差し,57890,2,上條嘉嗣,守田俊介
20251225,11,8,抜き,38320,1,畑田希咲,畑田希咲
20251225,11,12,差し,39010,3,小林京平,古結宏
20251225,10,7,まくり,19210,4,吉川昭男,木下大將
20251225,10,12,まくり差し,13020,3,松尾光広,丸岡正典
20251225,12,1,まくり,12140,4,森照夫,小林基樹
20251225,12,4,まくり差し,22150,6,柴田大輔,村上功祐
20251225,12,9,まくり,14370,2,宮嵜隆太郎,川口貴久
20251225,12,10,まくり,15470,5,笹木香吾,中村辰也
20251225,12,12,まくり差し,37540,5,三浦敬太,渡辺浩司
20251225,17,1,まくり差し,32460,5,大場広孝,松尾祭
20251225,17,3,抜き,31200,6,妻鳥晋也,立間充宏
20251225,17,4,まくり,22350,4,中田元泰,三苫晃幸
20251225,17,8,まくり,95720,6,土山卓也,藤森陸斗
20251225,17,10,差し,12080,3,松尾祭,妻鳥晋也
20251225,22,7,差し,41430,2,嶋田有里,小松卓司
20251225,20,6,まくり,19590,3,吉田慎二郎,浦野海
20251225,20,7,差し,117210,2,坂井康嗣,中嶋健一郎
20251225,18,1,抜き,17920,5,山川雄大,高濱芳久
20251225,18,12,まくり差し,10680,3,高田明,松村敏
20251224,10,3,まくり差し,71980,5,山下智己,砂長知輝
20251224,10,5,まくり差し,24350,5,丸岡正典,西丸侑太朗
20251224,10,11,差し,29970,2,竹田和哉,永嶋裕一
20251224,10,12,差し,26690,6,小池修平,松田祐季
20251224,8,2,まくり差し,16710,5,石田勇斗,三宅健太
20251224,11,2,まくり差し,12950,5,大澤誠也,滝沢織寧
20251224,11,4,まくり差し,12060,3,山下和彦,折下寛法
20251224,11,10,まくり差し,21870,3,柳内敬太,岡本慎治
20251224,11,11,まくり,15540,4,浅見昌克,仲航太
20251224,7,12,差し,10320,3,鈴谷一平,吉川喜継
20251224,2,9,差し,29480,3,寺嶋雄,牧宏次
20251224,13,5,まくり差し,23380,4,上田紗奈,野相弘司
20251224,14,8,抜き,19400,2,上野秀和,片岡秀樹
20251224,14,11,差し,12380,2,大島隆乃介,笠原亮
20251224,14,12,まくり,14450,4,谷勝幸,徳増秀樹
20251224,16,3,差し,12920,2,樅山拓馬,木田峰由季
20251224,16,6,差し,13000,2,木谷賢太,出畑孝典
20251224,16,7,まくり,19040,3,赤池修平,新田洋一
20251224,16,12,差し,51770,4,泉啓文,仲口博崇
20251224,18,3,まくり差し,16760,4,山崎鉄平,鶴田勇雄
20251224,18,8,まくり,10360,3,青木幸太郎,松本弓雄
20251224,18,12,まくり差し,25150,3,市橋卓士,西島義則
20251224,15,2,差し,14050,3,谷口知優,品田直樹
20251224,15,8,まくり差し,38850,6,角山雄哉,葛原大陽
20251224,17,8,まくり,11720,2,酒井俊弘,古川健
20251224,20,2,まくり,15780,2,松下知幸,藤森拓海
20251224,20,4,まくり,16690,2,相原利章,石原翼
20251224,20,8,まくり差し,20020,4,横田茂,小池公生
20251223,8,1,差し,39020,2,鈴木猛,市川哲也
20251223,15,7,まくり差し,69070,6,戸塚邦好,田中宏樹
20251223,15,9,まくり,22340,6,中岡正彦,富永修一
20251223,16,8,まくり,34220,5,樅山拓馬,松村康太
20251223,2,4,まくり,20560,4,寺嶋雄,成貞琳平
20251223,2,10,まくり,21520,5,下出卓矢,原田篤志
20251223,2,11,まくり差し,80940,6,麻生慎介,金子和之
20251223,2,12,まくり差し,18150,3,後藤浩,新田泰章
20251223,6,3,まくり差し,17370,5,後藤盛也,川原涼
20251223,7,6,まくり差し,15500,4,山田亮太,桑原啓
20251223,14,5,恵まれ,21090,3,長谷川雅和,大島隆乃介
20251223,14,9,まくり,25100,4,鈴木秀茉,長谷川巌
20251223,21,2,まくり,11600,4,大澤風葵,小林孝彰
20251223,21,11,まくり差し,17120,3,若林義人,篠原晟弥
20251223,21,12,まくり,30630,4,中山翔太,前原大道
20251223,19,6,まくり,21080,4,櫻井優,天野晶夫
20251223,20,11,差し,20660,4,杉山正樹,川北浩貴
20251223,17,2,まくり差し,39830,5,三苫晃幸,乙津康志
20251223,17,3,まくり差し,44030,4,後藤隼之,坪井康晴
20251222,6,1,まくり差し,34880,5,樫葉新心,河合三弘
20251222,6,2,まくり,59210,3,岩田凌,岸本雄貴
20251222,6,4,抜き,54280,2,外崎悟,森作広大
20251222,6,5,まくり,14340,3,永田秀二,下河誉史
20251222,6,11,まくり,20420,4,井上恵一,中澤和志
20251222,8,1,差し,127590,2,菅沼佳昭,渋谷明憲
20251222,8,3,抜き,25360,3,伊藤紘章,齋藤智裕
20251222,8,6,まくり差し,79510,5,石田勇斗,大串重幸
20251222,8,12,まくり差し,11890,3,一瀬明,田中和也
20251222,14,2,まくり,20220,4,竹田吉行,白神優
20251222,16,5,まくり,35690,4,高田ひかる,薮内瑞希
20251222,16,10,差し,47200,3,薮内瑞希,木谷賢太
20251222,2,4,まくり,15500,3,富澤祐作,岩永雅人
20251222,15,3,まくり,22070,4,村越篤,横川聖志
20251222,15,5,まくり,31240,5,池永太,三品隆浩
20251222,15,6,まくり差し,22630,4,上村宏太,福田雅一
20251222,15,10,差し,107700,4,品田直樹,重木輝彦
20251222,15,11,差し,10680,2,富永修一,永田啓二
20251222,17,2,まくり,10370,4,立間充宏,藤森陸斗
20251222,17,4,まくり差し,127450,5,高村諒,間野兼礼
20251222,17,5,まくり,15540,4,真庭明志,三苫晃幸
20251222,17,6,抜き,10440,1,長尾章平,長尾章平
20251222,17,12,まくり,32000,3,長尾章平,重成一人
20251222,21,7,まくり差し,21340,3,岡崎凪汰,長谷川暖
20251222,21,8,抜き,11690,2,前原大道,鈴木唯央
20251222,20,6,差し,16940,2,庄司孝輔,奥田誠
20251222,23,6,まくり差し,11290,5,福島勇樹,大久保信一郎
20251222,23,11,差し,10680,4,金田諭,中田竜太
20251221,5,6,まくり,16580,3,佐藤大佑,宮之原輝紀
20251221,5,11,まくり,10200,6,田頭実,清水愛海
20251221,5,12,まくり差し,23690,4,定松勇樹,濱野谷憲吾
20251221,8,2,抜き,11850,3,石田章央,岩永節也
20251221,8,4,まくり差し,54820,4,飯島誠,上田洋平
20251221,8,5,まくり差し,14120,5,安達裕樹,大谷直弘
20251221,12,1,差し,43170,2,渡邉和将,豊田健士郎
20251221,12,3,抜き,100350,6,新田雄史,原田幸哉
20251221,17,5,まくり差し,12150,6,古川健,後藤隼之
20251221,17,9,まくり差し,12030,5,中野夢斗,廣部大明
20251221,2,5,まくり,18480,3,後藤浩,柳瀬興志
20251221,2,12,まくり差し,27550,5,寺本重宣,村岡賢人
20251221,14,6,抜き,11000,2,山田祐也,山地正樹
20251221,6,12,まくり,40900,2,田中豪,北野輝季
20251221,20,6,まくり差し,18260,5,吉田慎二郎,山本光雄
20251221,19,3,まくり差し,64360,6,岡田憲行,福島陽子
20251221,19,8,まくり,10910,4,島川海輝,榎幸司
20251221,19,12,まくり,11070,4,蜂須瑞生,土屋千明
20251221,21,8,まくり,22650,4,網代良芽,塚越海斗
20251221,21,10,抜き,25760,3,中山翔太,藤原仙二
20251221,23,12,差し,15750,5,田村隆信,佐々木康幸
20251220,2,9,まくり,30670,4,森竜也,寺本重宣
20251220,14,1,差し,14100,2,水原慎,竹田吉行
20251220,14,2,まくり,27300,3,鈴木裕隆,坂口貴彦
20251220,14,4,差し,11110,2,佐藤大騎,田中信一郎
20251220,14,8,まくり,10700,2,松崎祐太郎,高倉孝太
20251220,17,1,まくり,26270,4,古川健,中田元泰
20251220,6,1,まくり差し,11690,6,内山峻輔,渥美卓郎
20251220,6,2,抜き,12940,4,笠雅雄,赤澤文香
20251220,5,1,まくり差し,10930,4,松江秀徳,西岡育未
20251220,5,8,まくり差し,11980,6,濱野谷憲吾,平山智加
20251220,12,7,差し,17850,4,森高一真,河合佑樹
20251220,19,6,差し,10380,3,榎幸司,吉武真也
20251220,19,8,まくり差し,10730,3,市川健太,天野晶夫
20251220,16,2,まくり,15060,6,武富智亮,半田尚也
20251220,16,7,抜き,25780,5,乙藤智史,中井俊祐
20251220,16,11,恵まれ,31960,4,寺田千恵,米丸乃絵
20251220,23,9,まくり,58640,3,北川幸典,荒井輝年
20251220,20,11,差し,14590,5,渡邉俊介,大場敏
20251220,21,9,恵まれ,96990,2,藤田俊祐,松田淳平
20251220,21,11,まくり,20680,4,中山翔太,吉川晴人
20251220,22,4,差し,16730,5,大平誉史明,宮内由紀英
20251219,14,1,まくり,13040,5,谷勝幸,吉川貴仁
20251219,14,4,まくり差し,113510,5,上野秀和,吉田俊彦
20251219,14,8,まくり,38170,2,大島隆乃介,尾形栄治
20251219,14,9,差し,20430,2,服部達哉,鈴木秀茉
20251219,14,11,抜き,23640,4,長谷川雅和,樋口亮
20251219,2,6,差し,11410,4,藤田靖弘,平瀬城啓
20251219,2,10,差し,16220,2,上平真二,藤田靖弘
20251219,2,12,まくり,20040,3,新田泰章,原田篤志
20251219,6,1,まくり,18880,2,河合三弘,大塚浩二
20251219,6,12,まくり,10390,4,林美憲,中澤和志
20251219,5,9,まくり差し,30300,5,藤田浩人,芦澤望
20251219,5,10,まくり,10870,4,渡邉健,黄金井力良
20251219,5,12,まくり差し,10170,5,清水愛海,宮之原輝紀
20251219,16,7,まくり差し,37680,5,石川諒,日笠勝弘
20251219,12,3,まくり,10460,2,山崎郡,菅章哉
20251219,12,8,まくり,15010,2,山田康二,前田将太
20251219,11,1,まくり,18550,5,吉田和仁,大庭元明
20251219,11,5,抜き,52260,3,浮田圭浩,多田有佑
20251219,11,6,まくり差し,60140,5,上瀧絢也,小坂宗司
20251219,11,8,まくり,18490,4,大江純,泥谷一毅
20251219,21,1,まくり,12680,5,三馬崇史,宮脇遼太
20251219,21,4,まくり,16240,4,松田淳平,大澤風葵
20251219,21,8,まくり,22140,4,松本真広,柳瀬幹太
20251219,24,3,まくり,65500,3,胡本悟志,鶴田勇雄
20251218,11,1,差し,13240,2,木山誠一,森照夫
20251218,8,7,抜き,17880,2,岡本大,香川颯太
20251218,5,1,まくり差し,18860,5,楠原翔太,永井聖美
20251218,5,4,まくり,23790,2,井上尚悟,山口修路
20251218,18,10,差し,37530,4,清水攻二,谷口知優
20251218,18,12,まくり差し,17500,4,島村隆幸,太田和美
20251218,9,7,差し,17070,3,小野生奈,高田ひかる
20251218,12,3,差し,67420,6,赤岩善生,石渡鉄兵
20251218,12,5,差し,24320,4,平本真之,新田雄史
20251218,12,6,まくり,20770,5,菅章哉,白井英治
20251218,19,9,まくり差し,15220,3,天野晶夫,横澤剛治
20251218,21,9,まくり差し,13010,3,山下大輝,大場恒季
20251218,22,5,抜き,14060,1,飯塚響,飯塚響
20251218,22,12,まくり,31450,4,山本隆幸,松村敏
20251218,24,8,まくり,11290,3,眞鳥章太,前川守嗣
20251217,12,7,まくり,44140,3,大池佑来,吉川元浩
20251217,12,8,まくり,11230,4,湯川浩司,井口佳典
20251217,12,11,まくり差し,68000,5,関浩哉,中島孝平
20251217,12,12,差し,12200,2,西山貴浩,山口剛
20251217,10,4,差し,22010,2,村越篤,山ノ内雅人
20251217,10,10,差し,17630,2,秋元哲,佐藤博亮
20251217,10,11,差し,18700,5,渡邊雄一郎,岡崎恭裕
20251217,10,12,まくり,14100,2,松井洪弥,白水勝也
20251217,5,2,まくり差し,17030,5,上原崚,入澤友治
20251217,9,10,まくり差し,10110,5,藤原早菜,深井利寿
20251217,9,12,差し,72600,3,山下友貴,吉永則雄
20251217,16,6,まくり差し,50320,5,日笠勝弘,石倉洋行
20251217,16,8,まくり差し,29920,6,青木幸太郎,松下直也
20251217,18,1,差し,16080,2,佐竹太一,林祐介
20251217,22,6,差し,17960,5,吉川昭男,小川日紀太
20251217,22,8,まくり,15920,2,松村敏,山本隆幸
20251217,22,9,まくり,21620,3,河野真也,北川太一
20251217,24,2,まくり,14530,4,安河内健,西岡蒼志
20251217,24,3,差し,32380,4,大神康司,後藤翔之
20251217,24,4,差し,11340,3,金子拓矢,鈴木智啓
20251217,24,12,まくり,14410,4,宮嵜隆太郎,山本修一
20251216,10,4,差し,21290,6,松井洪弥,笠置博之
20251216,10,5,まくり差し,31730,5,佐藤博亮,村越篤
20251216,10,6,まくり差し,17990,5,木田峰由季,中村辰也
20251216,10,9,差し,11070,2,吉川勇作,石田政吾
20251216,10,12,まくり,16550,5,笠置博之,岡崎恭裕
20251216,2,2,まくり差し,10730,3,廣瀬真也,西村秀樹
20251216,2,8,抜き,27320,5,関裕也,表健太
20251216,2,12,まくり差し,25250,5,浜先真範,山下和彦
20251216,1,2,差し,44940,5,松井友汰,西川新太郎
20251216,1,9,差し,47210,2,小坂尚哉,茶谷信次
20251216,12,9,差し,13050,2,毒島誠,平本真之
20251216,12,10,まくり,12630,3,菅章哉,丸野一樹
20251216,8,9,まくり,27320,4,藤生雄人,小林文彦
20251216,11,1,まくり差し,29900,5,野田なづき,小野桜
20251216,11,4,差し,15980,2,坂本雄紀,落合直子
20251216,11,8,まくり差し,27850,5,尾嶋一広,金子猛志
20251216,11,12,まくり,31190,3,多田有佑,近江翔吾
20251216,18,1,まくり差し,67650,5,尾崎雄二,江本真治
20251216,18,8,差し,11060,3,太田和美,尾崎雄二
20251216,18,11,まくり差し,37200,4,中里英夫,福田翔吾
20251216,24,2,まくり,32330,3,渡修平,常盤海心
20251216,24,6,まくり差し,41760,5,村上彰一,胡本悟志
20251216,23,10,まくり,22890,2,永田啓二,松尾昂明
20251216,22,5,まくり,11080,3,堀之内紀代子,寺田空詩
20251215,2,5,まくり,11800,2,盛本真輔,杉山喜一
20251215,2,7,差し,67140,4,中岡健人,清水敦揮
20251215,7,3,まくり差し,21970,3,菊地敬介,鈴木孝明
20251215,1,2,まくり,33300,6,西田靖,桑原啓
20251215,1,3,まくり差し,24330,6,松井友汰,奥平拓也
20251215,9,3,まくり,12790,2,大塚康雅,市川美宏
20251215,9,6,まくり,17090,3,松田大志郎,畔柳俊吾
20251215,8,2,まくり,80130,3,小池礼乃,淺田千亜希
20251215,8,8,まくり,41440,4,堂原洋史,寺本昇平
20251215,8,12,まくり,15390,3,鈴木勝博,石本裕武
20251215,23,8,まくり,69940,5,廣中良一,重冨勇哉
20251215,23,12,差し,45080,2,松井賢治,西野雄貴
20251215,22,8,抜き,12170,4,木下大將,平石和男
20251215,18,1,まくり差し,11370,5,谷口知優,清水攻二
20251215,24,11,まくり,18930,3,池田雄祐,大澤普司
20251215,15,1,まくり,10070,4,池田紫乃,森陽多
20251215,15,10,まくり差し,109770,6,吉田俊彦,吉村誠
20251214,5,8,まくり差し,32740,3,山口広樹,佐々木翔斗
20251214,7,3,まくり差し,34540,6,里岡右貴,鈴木猛
20251214,7,8,まくり,16960,4,齋藤真之,小林泰
20251214,1,2,まくり差し,15970,4,木谷賢太,松尾基成
20251214,10,8,まくり差し,25810,5,後藤正宗,中野孝二
20251214,6,1,差し,70710,5,福西広太郎,加藤翔
20251214,6,8,まくり,10570,6,平田忠則,金子萌
20251214,2,1,差し,10710,2,藤原孝斗,小黒竜吾
20251214,2,5,まくり,11970,6,阿波勝哉,鈴木雅希
20251214,2,12,まくり差し,17440,5,山下和彦,伊藤将吉
20251214,8,3,まくり,58510,4,太田潮,塩田雄一
20251214,8,4,まくり,25160,4,山下夏鈴,新田芳美
20251214,8,7,まくり差し,21020,3,細川裕子,柴田愛梨
20251214,8,10,まくり差し,27810,3,篠木亜衣花,大瀧明日香
20251214,8,12,まくり差し,23540,5,森貴洋,石川真二
20251214,11,1,差し,57880,3,嶋田貴支,喜井つかさ
20251214,11,6,まくり差し,53280,6,長野壮志郎,永田義紘
20251214,11,8,まくり,16780,3,杉山勝匡,吉田和仁
20251214,11,9,差し,49520,5,嶋田貴支,大庭元明
20251214,15,12,まくり,11200,4,赤羽克也,國分将太郎
20251214,17,4,まくり差し,22680,6,坂元浩仁,泉啓文
20251214,17,9,まくり差し,18610,5,本田愛,池田剛規
20251214,23,4,まくり差し,10170,5,前沢丈史,藤丸光一
20251214,23,7,まくり,41010,4,瀬川大地,大賀龍之介
20251214,23,12,差し,11500,3,石塚久也,仲口博崇
20251214,18,2,まくり差し,12130,3,林祐介,小池哲也
20251213,8,7,差し,25160,3,磯村匠,伊藤雄二
20251213,8,9,まくり,11830,4,塩崎優司,星栄爾
20251213,2,7,差し,34870,2,関根彰人,加藤政彦
20251213,2,10,まくり差し,17160,4,鈴木雅希,向後龍一
20251213,1,4,抜き,27320,4,浜本裕己,西田靖
20251213,1,5,まくり,11690,3,桑原啓,三宅健太
20251213,1,8,まくり差し,10820,3,浜本裕己,黒柳浩孝
20251213,6,1,まくり差し,24100,5,川口貴久,安田吉宏
20251213,15,11,まくり,14850,3,寺島美里,川野芽唯
20251213,10,6,差し,25970,4,中村辰也,三品隆浩
20251213,18,9,まくり差し,28440,4,烏野賢太,新田洋一
20251212,7,3,差し,12770,3,重木輝彦,楠将太郎
20251212,7,8,まくり,100010,3,齋藤真之,前田聖文
20251212,7,9,まくり差し,20310,5,末永由楽,金児隆太
20251212,7,11,差し,27980,5,深川真二,里岡右貴
20251212,14,8,まくり差し,22550,6,島川海輝,三馬崇史
20251212,17,1,差し,11300,2,横田茂,福田雅一
20251212,17,9,抜き,18450,3,佐藤太亮,永嶋裕一
20251212,5,8,差し,28840,4,丹下健,登玉隼百
20251212,6,4,差し,22250,4,中越博紀,小宮涼雅
20251212,6,7,差し,10580,2,下河雅史,佐藤永梧
20251212,19,9,まくり差し,80750,5,井本昌也,馬場貴也
20251212,21,11,差し,22980,3,浜野孝志,片橋幸貴
20251211,15,8,まくり差し,39520,4,三宅潤,赤坂俊輔
20251211,7,5,差し,98140,5,佐々木康幸,宮地秀祈
20251211,5,3,まくり,26680,4,齊藤大将,佐藤謙史朗
20251211,5,6,まくり,58750,5,塚田修二,間野兼礼
20251211,14,1,抜き,13260,3,杉村賢也,戸敷晃美
20251211,9,2,まくり差し,122850,6,島崎丈一朗,西村豪洋
20251211,9,8,まくり差し,29940,6,岡祐臣,広次修
20251211,6,2,差し,11360,3,長谷川雅和,楠原正剛
20251211,17,8,差し,12310,2,吉田祐貴,前出達吉
20251211,13,8,まくり差し,43780,5,門田栞,平田さやか
20251211,21,1,まくり,80310,6,入澤友治,大串重幸
20251211,21,10,まくり,65390,6,藤田浩人,齊藤優
20251211,21,12,まくり,14910,4,新田泰章,片橋幸貴
20251210,6,3,抜き,15580,6,田中和也,岡部哲
20251210,6,10,まくり差し,94780,5,加藤翔,丹下将
20251210,9,10,差し,13000,2,渡邉雄朗,高倉孝太
20251210,7,1,まくり差し,10280,4,宮地秀祈,中村駿平
20251210,7,5,まくり差し,19980,5,川田正人,岡部浩
20251210,17,1,まくり,13760,3,山一鉄也,庄司樹良々
20251210,5,2,まくり差し,14080,4,一瀬明,谷勝幸
20251210,5,6,まくり差し,34610,5,小池公生,佐口達也
20251210,5,8,まくり,13620,3,前原大道,山崎裕司
20251210,5,11,まくり差し,18910,5,上野俊樹,佐々木翔斗
20251210,5,12,まくり差し,17460,5,前原大道,山田祐也
20251210,19,2,まくり,11420,2,豊田健士郎,常住蓮
20251210,19,8,まくり,17330,4,新開航,宮地元輝
20251210,19,10,まくり差し,10830,5,畑田汰一,菅章哉
20251210,19,11,差し,58850,3,栗城匠,遠藤エミ
20251210,14,3,差し,23370,2,高田綾,権藤俊光
20251210,14,6,差し,10800,2,堀本和也,内山文典
20251210,14,8,まくり,22080,3,松本弓雄,山下大輝
20251210,21,5,まくり差し,50650,6,大串重幸,高橋竜矢
20251210,21,9,恵まれ,20650,6,片橋幸貴,一色凌雅
20251210,21,12,抜き,177600,2,浜野孝志,濱野斗馬
20251210,22,6,抜き,14760,5,樅山拓馬,長田頼宗
20251209,7,5,差し,15570,2,畑竜生,中嶋誠一郎
20251209,11,3,まくり差し,13460,4,平石和男,宮迫暢彦
20251209,11,8,まくり差し,11450,3,吉永浩則,塩崎優司
20251209,11,12,抜き,26320,2,益田啓司,上平真二
20251209,14,1,差し,80030,4,永田楽,前田将太
20251209,14,2,まくり差し,45390,5,山川雄大,堀本和也
20251209,14,5,差し,20850,5,戸敷晃美,米丸乃絵
20251209,18,11,まくり,14050,3,仲道大輔,上田健太
20251209,19,2,まくり差し,15860,3,武田光史,西村拓也
